cashflow
0
0
0
0
0
0
0
0
0
0
0
0
0
31063.09986
127539.4971
127969.9595
128401.8311
128835.1166
129269.8205
129705.9475
130143.5023
126474.4895
126914.9139
127356.7801
127800.0928
128244.8569
128691.077
129138.7579
129587.9043
130038.5212
130490.6133
130944.1854
131399.2424
127583.4691
128041.5104
128501.0513
128962.0965
129424.6512
129888.72
130354.3082
130821.4205
131290.0621
131760.2378
132231.9528
132705.2121
128736.8079
129213.1709
129691.0933
130170.5804
130651.6372
131134.2688
131618.4805
132104.2773
132591.6645
133080.6473
133571.2309
134063.4206
129936.2802
130431.6977
130928.7371
131427.4036
131927.7027
132429.6396
132933.2197
133438.4484
133945.3311
134453.8732
134964.0802
135475.9574
131183.7314
131698.9656
132215.8866
132734.4998
133254.8108
133776.8252
134300.5485
134825.9864
135353.1444
135882.0282
136412.6434
136944.9957
132481.0806
133016.9242
133554.522
134093.8798
134635.0032
135177.8982
135722.5704
136269.0258
136817.2701
137367.3093
137919.1491
138472.7955
133830.3239
134387.6012
134946.7029
135507.635
136070.4034
136635.0141
137201.4733
137769.7869
138339.961
138912.0017
139485.9151
140061.7073
135233.5368
135813.1052
136394.571
136977.9404
137563.2195
138150.4147
138739.5322
139330.5783
139923.5594
140518.4817
141115.3517
141714.1756
136692.8783
137295.6295
137900.3539
138507.058
139115.7483
139726.4313
140339.1135
140953.8015
141570.5018
142189.221
142809.9657
143432.7426
104461.533
105088.3942
105717.3076
106348.2799
106981.3178
107616.4281
108253.6176
108892.8931
109534.2614
110177.7294
110823.3039
111470.9919
112120.8003
112772.7359
113426.8058
114083.017
114741.3764
115401.8911
116064.5682
116729.4147
117396.4378
118065.6445
118737.042
119410.6375
120086.4382
120764.4513
121444.684
122127.1436
122811.8374
123498.7727
124187.9569
124879.3973
125573.1013
126269.0762
126967.3297
127667.869
128370.7017
129075.8353
129783.2773
130493.0353
131205.1169
131919.5296
132636.2811
133355.3791
134076.8312
134800.6452
135526.8288
136255.3897
136986.3357
137719.6746
138455.4143
139193.5626
139934.1275
140677.1167
141422.5383
142170.4002
142920.7104
143673.477
144428.7079
145186.4112
145946.595
146709.2675
147474.4368
148242.1111
149012.2985
149785.0073
150560.2458
151338.0222
152118.3448
152901.222
153686.6621
154474.6736
155265.2648
156058.4442
156854.2202
157652.6015
158453.5964
159257.2135
160063.4615
160872.349
161683.8845
162498.0768
163314.9345
164134.4665
164956.6813
165781.5879
166609.195
167439.5115
168272.5462
169108.308
169946.8059
170788.0489
171632.0458
172478.8058
173328.3379
174180.6511
175035.7545
175893.6573
176754.3687
177617.8979
178484.254
179353.4463
180225.4841
181100.3768
181978.1336
182858.764
183742.2773
184628.683
185517.9906
186410.2096
187305.3494
188203.4197
