TRADEDATE,GAZP,YNDX,UNAC,NMTP,FESH,PIKK,AFLT,DSKY,MVID,MGNT,POLY,ALRS,NLMK,PHOR,MTSS,SBER,IRAO,NVTK,ROSN,FIVE,GMKN,LKOH,PLZL,SNGS,TATN
2018-10-31,155.47,1916.5,0.809,6.135,4.99,352.3,97.25,89.5,398.5,3590.0,608.0,99.9,160.42,2470.0,257.6,189.8,3.982,1049.8,460.45,1539.0,11000.0,4945.0,4152.0,26.57,784.4
2018-11-01,153.5,1999.0,0.823,6.15,5.055,353.7,96.88,90.38,401.7,3640.0,624.0,100.7,159.06,2480.0,258.25,188.67,3.9985,1082.1,460.0,1598.5,11250.0,4937.0,4148.5,26.5,779.0
2018-11-02,153.71,1995.0,0.827,6.185,5.11,353.2,101.78,90.76,407.0,3660.0,619.4,101.6,157.94,2509.0,262.2,192.6,3.9445,1080.4,459.6,1614.5,11470.0,4980.0,4185.0,26.685,792.7
2018-11-06,156.0,2002.0,0.848,6.315,5.125,353.4,102.4,90.5,404.9,3695.0,615.0,103.04,157.92,2527.0,264.0,197.8,4.0,1081.6,482.45,1629.5,11565.0,5055.0,4214.0,27.03,802.2
2018-11-07,157.85,1995.0,0.855,6.525,5.09,351.2,100.6,90.3,407.2,3720.0,625.0,103.0,157.6,2532.0,270.95,201.9,4.0245,1103.8,484.1,1640.0,11695.0,5174.5,4247.0,27.305,814.1
2018-11-08,157.51,1982.0,0.838,6.635,5.08,353.8,98.5,90.8,399.4,3735.0,630.5,103.24,156.8,2520.0,273.6,202.89,3.99,1087.2,475.0,1610.0,11698.0,5160.0,4260.0,27.225,819.2
2018-11-09,153.19,1921.5,0.805,6.62,5.025,348.8,95.14,90.38,397.0,3700.0,628.7,103.99,161.74,2492.0,269.3,195.75,4.0295,1062.3,468.6,1610.5,11689.0,5094.5,4356.0,27.365,813.4
2018-11-12,150.89,1886.0,0.811,6.61,5.055,350.3,96.9,91.0,397.8,3656.0,621.4,103.16,160.96,2471.0,265.95,196.82,3.95,1058.2,463.5,1577.5,11608.0,5129.0,4330.0,26.94,812.3
2018-11-13,148.83,1903.5,0.797,6.605,5.04,351.6,97.4,90.66,396.0,3629.5,620.0,102.3,164.0,2504.0,268.3,196.56,4.03,1087.5,443.6,1554.0,11608.0,4959.5,4323.5,26.93,793.0
2018-11-14,151.85,1940.0,0.79,6.705,5.005,352.1,103.3,90.62,393.5,3549.0,649.2,103.15,164.6,2512.0,269.3,199.2,3.979,1128.0,427.15,1535.5,11683.0,4856.5,4400.0,27.05,762.5
2018-11-15,154.14,1920.0,0.786,6.95,5.025,353.7,102.74,90.32,397.5,3543.5,630.4,101.51,164.38,2492.0,271.5,200.15,3.981,1118.0,424.25,1583.5,11701.0,4854.0,4329.5,27.19,752.3
2018-11-16,153.16,1916.0,0.772,7.0,4.965,349.9,101.2,90.0,400.5,3478.0,646.3,99.9,164.26,2500.0,267.0,199.26,3.957,1124.6,420.85,1565.0,11714.0,4824.0,4295.0,27.3,760.8
2018-11-19,154.1,1924.5,0.78,6.98,4.955,351.5,98.72,90.36,401.1,3500.0,651.1,100.51,163.24,2497.0,266.3,197.99,3.8575,1131.4,424.1,1558.5,11746.0,4845.5,4480.0,27.14,763.6
2018-11-20,151.51,1902.0,0.782,6.805,4.855,352.2,102.2,89.98,399.4,3454.5,653.9,100.14,163.5,2478.0,253.0,194.21,3.806,1119.6,413.55,1513.5,11742.0,4809.5,4450.0,26.945,750.8
2018-11-21,152.4,1909.0,0.778,6.94,4.9,355.3,108.8,89.82,396.2,3496.0,664.7,99.81,162.66,2458.0,252.4,197.5,3.8825,1135.0,411.85,1558.5,11820.0,4800.0,4550.0,27.155,758.3
2018-11-22,153.91,1921.0,0.774,6.95,5.0,354.3,109.9,89.88,400.1,3493.0,666.1,101.3,163.86,2450.0,253.95,199.4,3.961,1124.0,411.1,1583.0,11876.0,4813.5,4689.0,27.285,755.0
2018-11-23,151.79,1898.5,0.78,6.85,4.95,353.7,113.74,89.34,398.7,3461.0,661.0,101.8,164.86,2483.0,248.9,197.3,3.976,1115.6,405.2,1606.5,11954.0,4670.0,4732.0,27.2,726.7
2018-11-26,149.53,1920.0,0.765,6.74,4.855,348.4,110.9,89.62,399.5,3490.0,690.0,99.49,162.28,2487.0,247.5,188.5,3.8995,1096.0,407.0,1597.0,11959.0,4623.0,4752.0,26.76,705.7
2018-11-27,153.8,1945.0,0.77,6.855,4.84,350.6,113.28,89.86,398.9,3500.0,684.4,100.04,161.2,2549.0,249.0,191.03,3.9555,1104.9,419.8,1656.0,12379.0,4689.0,4700.0,26.715,705.0
2018-11-28,165.58,1945.5,0.78,6.9,4.905,352.2,113.6,92.52,402.6,3500.0,682.0,101.0,159.04,2585.0,248.7,190.2,3.94,1143.5,421.45,1721.5,12770.0,4717.5,4688.5,26.9,725.6
2018-11-29,164.99,1967.5,0.778,6.845,4.95,356.2,113.14,92.92,402.3,3500.0,668.0,102.99,160.96,2598.0,252.7,195.76,3.9675,1167.8,417.0,1710.0,12691.0,4766.0,4704.0,27.21,714.0
2018-11-30,161.29,1965.0,0.776,6.83,4.925,351.1,114.4,93.5,418.2,3500.0,667.3,99.63,158.36,2593.0,247.55,194.0,4.095,1127.2,423.1,1725.0,12738.0,4896.0,4827.5,27.35,712.7
2018-12-03,165.4,1989.0,0.772,6.85,4.945,351.0,111.84,92.92,406.6,3500.0,663.6,100.04,161.44,2589.0,248.7,200.3,4.0905,1149.7,434.0,1742.5,12817.0,5098.5,4695.5,27.83,743.8
2018-12-04,164.2,1957.5,0.769,6.825,4.97,351.5,106.7,93.02,400.2,3630.0,682.3,98.36,161.14,2567.0,248.2,199.0,4.1235,1130.0,439.0,1667.5,12666.0,5209.0,4715.0,28.115,771.3
2018-12-05,164.57,1955.0,0.768,6.79,4.98,352.0,107.8,92.92,401.2,3669.0,674.1,99.55,158.38,2577.0,248.2,196.0,4.0495,1136.3,439.0,1619.0,12820.0,5260.0,4780.0,28.3,778.7
2018-12-06,160.62,1914.0,0.75,6.735,4.995,352.9,106.44,93.1,401.8,3699.0,678.9,98.82,157.76,2560.0,242.3,192.19,4.004,1128.0,430.0,1610.5,12699.0,5162.5,4775.0,28.35,765.0
2018-12-07,163.0,1912.5,0.76,6.715,5.005,355.0,103.7,93.5,400.0,3719.0,683.0,99.0,158.36,2510.0,237.0,195.01,3.942,1117.1,439.0,1635.0,12745.0,5266.5,4847.5,28.315,776.0
2018-12-10,161.0,1903.0,0.752,6.69,5.01,356.1,101.02,93.4,396.8,3685.0,676.0,96.1,156.0,2490.0,229.5,191.8,3.8895,1104.0,428.5,1584.0,12630.0,5173.5,5024.5,28.005,759.9
2018-12-11,158.6,1869.5,0.758,6.66,4.955,354.9,102.72,93.2,398.6,3595.0,682.6,96.35,156.26,2501.0,224.0,192.57,3.8815,1100.6,425.55,1577.5,12738.0,5267.0,4873.5,27.91,760.0
2018-12-12,155.79,1871.5,0.751,6.655,5.005,353.5,101.8,93.94,402.0,3600.5,693.0,95.15,156.56,2503.0,232.25,190.45,3.8835,1097.0,422.0,1576.0,12890.0,5102.0,4878.0,27.945,738.7
2018-12-13,156.49,1888.0,0.753,6.67,5.005,352.0,102.0,93.84,396.4,3653.5,702.5,98.14,154.16,2469.0,232.6,189.17,3.92,1107.0,415.75,1618.5,13220.0,5131.5,4999.0,28.1,736.0
2018-12-14,155.4,1860.5,0.751,6.62,4.93,352.4,102.1,93.16,399.4,3644.0,699.0,98.99,151.64,2475.0,235.0,184.93,3.884,1123.8,418.0,1640.0,13160.0,5100.0,4991.5,28.0,726.4
2018-12-17,153.53,1869.0,0.763,6.655,4.98,355.2,101.04,92.96,402.4,3671.5,699.0,97.48,153.84,2453.0,235.0,182.3,3.9035,1117.1,416.0,1656.5,13349.0,5100.0,5024.5,28.1,727.0
2018-12-18,151.89,1856.0,0.76,6.63,4.905,357.5,101.6,92.6,408.9,3725.0,705.2,97.78,154.88,2459.0,237.7,186.6,3.9025,1119.3,412.15,1719.5,13212.0,4925.0,5053.0,27.93,719.6
2018-12-19,152.98,1894.0,0.757,6.635,4.845,358.1,102.0,93.0,400.3,3675.0,727.0,97.4,153.96,2490.0,240.1,188.85,3.8865,1120.1,418.2,1774.0,13125.0,4910.0,5175.5,27.885,714.3
2018-12-20,152.27,1864.0,0.755,6.675,4.71,361.8,102.02,92.88,399.5,3565.0,740.0,99.4,153.1,2458.0,243.5,189.3,3.9,1127.7,415.6,1800.0,13217.0,4808.5,5167.0,27.4,714.7
2018-12-21,151.12,1860.5,0.76,6.53,4.78,362.1,102.2,93.7,414.9,3537.0,745.3,98.66,151.92,2486.0,244.75,186.79,3.8675,1121.1,415.0,1805.0,13014.0,4930.0,5300.0,26.845,710.0
2018-12-24,149.73,1840.5,0.765,6.67,4.57,369.7,102.1,94.88,392.0,3503.5,734.3,97.2,153.88,2438.0,235.45,184.3,3.8915,1110.5,414.0,1700.0,12783.0,4909.0,5300.0,26.5,703.0
2018-12-25,147.01,1828.0,0.755,6.76,4.5,370.0,100.8,89.6,391.7,3439.5,731.0,96.09,151.54,2467.0,232.5,183.3,3.824,1087.6,409.0,1646.5,12555.0,4810.0,5219.0,26.5,696.8
2018-12-26,148.41,1832.0,0.761,6.88,4.515,376.4,101.02,91.04,395.4,3491.5,734.0,97.03,150.98,2520.0,234.0,183.4,3.8455,1096.5,414.5,1680.0,12867.0,4829.5,5200.0,26.655,712.0
2018-12-27,150.68,1880.0,0.789,6.85,4.575,376.9,100.5,90.0,395.7,3440.0,739.0,98.0,151.98,2525.0,233.35,185.0,3.9165,1106.4,420.5,1691.5,12889.0,4884.0,5298.5,26.4,717.0
2018-12-28,153.0,1916.0,0.78,6.855,4.555,375.6,101.0,90.2,405.4,3475.0,736.3,97.79,157.0,2535.0,236.9,186.5,3.8845,1126.8,425.95,1746.5,13073.0,4955.5,5392.0,26.8,737.8
2018-12-29,153.5,1930.0,0.788,6.85,4.71,376.3,101.18,90.44,410.0,3511.5,731.2,98.62,157.42,2546.0,238.0,186.3,3.8795,1132.0,432.5,1725.0,13039.0,4997.0,5399.0,26.88,737.9
2019-01-03,156.28,1859.5,0.796,6.945,4.79,374.7,101.5,90.68,411.5,3576.0,748.0,99.99,157.34,2533.0,240.5,186.99,3.976,1118.2,425.85,1823.0,12993.0,5007.0,5299.5,26.785,731.8
2019-01-04,159.15,1916.0,0.8,6.925,4.785,375.2,101.1,90.72,401.1,3600.0,747.2,101.55,155.68,2542.0,248.6,190.99,3.97,1138.8,430.4,1868.0,13070.0,5074.5,5286.5,27.045,737.7
2019-01-08,158.26,1926.5,0.796,6.735,4.995,376.6,101.1,90.7,403.8,3680.0,732.1,98.65,150.12,2514.0,250.05,191.24,3.91,1118.2,423.6,1822.0,13128.0,5039.0,5134.5,27.01,723.2
2019-01-09,160.24,1960.0,0.8,6.795,5.005,374.7,102.06,90.8,402.0,3698.5,739.7,101.4,153.78,2521.0,252.0,197.0,3.9825,1121.0,427.7,1792.0,13229.0,5060.0,5275.0,27.07,717.9
2019-01-10,160.2,1985.0,0.801,6.815,5.16,374.2,105.14,90.96,403.0,3830.0,737.5,102.95,154.12,2514.0,256.0,196.75,3.9425,1132.5,432.1,1759.5,13343.0,5152.0,5414.0,27.435,732.6
2019-01-11,161.0,1983.0,0.816,6.91,5.205,368.9,104.66,91.18,407.7,3827.0,740.0,104.0,154.5,2519.0,252.8,196.8,3.96,1129.4,434.6,1760.0,13437.0,5200.0,5416.0,27.63,730.3
2019-01-14,160.48,1992.5,0.818,6.94,5.3,368.1,106.22,91.7,408.2,3790.5,738.6,103.99,152.22,2555.0,252.35,196.8,3.95,1128.9,427.9,1765.0,13389.0,5200.0,5372.5,27.975,725.0
2019-01-15,158.15,1999.5,0.823,6.92,5.195,369.8,106.98,91.5,409.0,3920.0,734.6,104.05,150.58,2572.0,252.45,198.0,3.9365,1130.8,424.35,1772.5,13389.0,5195.0,5365.0,28.165,721.0
2019-01-16,156.9,1980.0,0.825,6.905,5.41,363.0,108.4,91.5,405.1,3970.0,730.0,104.6,150.62,2566.0,254.75,201.26,3.956,1124.9,421.0,1759.0,13180.0,5129.0,5339.5,27.91,722.0
2019-01-17,157.1,1993.5,0.837,6.915,5.435,358.2,109.06,91.56,407.3,4155.0,729.0,102.22,151.5,2570.0,255.25,203.32,3.931,1127.5,415.9,1721.5,13282.0,5184.5,5400.0,27.8,734.1
2019-01-18,159.2,2044.5,0.83,6.9,5.335,357.9,107.0,91.76,404.2,4152.0,725.0,103.5,152.14,2560.0,257.5,208.44,3.86,1130.0,419.7,1783.0,13359.0,5193.5,5370.0,28.025,741.0
2019-01-21,158.3,2044.5,0.832,6.88,5.41,361.1,105.8,92.26,405.1,4140.0,721.9,102.55,151.72,2580.0,260.0,207.17,3.85,1122.0,422.3,1770.0,13353.0,5200.0,5330.0,27.865,735.4
2019-01-22,158.5,2051.0,0.807,6.91,5.49,362.9,105.24,92.76,402.4,4200.0,730.5,100.0,149.9,2568.0,258.55,207.95,3.81,1116.4,416.9,1822.5,13306.0,5186.0,5398.0,27.93,750.5
2019-01-23,159.9,2060.0,0.803,6.91,5.57,362.3,105.4,92.76,403.0,4300.0,735.2,100.6,149.08,2577.0,264.45,210.4,3.859,1124.0,419.9,1811.0,13378.0,5205.5,5400.0,27.89,784.0
2019-01-24,160.9,2083.0,0.808,6.9,5.49,362.1,105.38,92.6,402.7,4256.0,726.6,101.0,146.74,2553.0,263.5,212.2,3.8925,1098.3,408.5,1834.0,13369.0,5196.5,5359.0,27.315,772.9
2019-01-25,162.82,2152.0,0.808,6.915,5.715,361.2,105.7,92.44,401.6,4191.0,732.0,100.64,148.82,2573.0,261.0,212.0,3.87,1115.0,414.0,1820.5,13312.0,5215.0,5390.0,27.535,798.9
2019-01-28,160.56,2167.0,0.802,6.955,5.62,360.8,105.8,91.28,402.9,4147.0,737.6,98.8,149.78,2579.0,257.8,209.7,3.848,1118.6,411.2,1785.0,13089.0,5165.0,5371.5,27.355,791.4
2019-01-29,162.95,2152.0,0.807,6.895,5.68,358.6,106.1,91.2,401.4,4188.0,743.6,97.23,150.68,2580.0,259.55,213.61,3.8605,1133.5,412.9,1760.0,13260.0,5196.5,5550.0,27.435,798.8
2019-01-30,165.4,2157.0,0.818,6.93,5.69,358.5,108.6,90.88,400.4,4164.0,740.7,97.11,153.14,2582.0,261.1,213.14,3.85,1139.3,415.8,1740.0,13639.0,5227.0,5548.0,27.445,806.9
2019-01-31,162.82,2212.0,0.807,6.92,5.495,352.0,107.92,90.9,400.6,4155.0,746.9,98.56,152.02,2583.0,260.75,217.9,3.825,1145.0,411.25,1715.5,13596.0,5272.5,5494.0,27.355,806.9
2019-02-01,163.33,2197.2,0.81,6.93,5.47,352.5,105.22,90.9,400.1,4133.0,739.7,99.5,157.2,2529.0,261.55,216.29,3.88,1125.2,411.95,1748.5,13534.0,5319.5,5521.5,27.415,808.1
2019-02-04,163.2,2212.0,0.8015,7.025,5.59,355.6,102.44,90.94,403.7,4130.0,740.6,97.78,158.42,2518.0,263.25,215.5,3.85,1138.0,411.0,1721.0,13500.0,5350.0,5490.5,27.4,803.2
2019-02-05,164.25,2250.8,0.8,6.995,5.59,356.0,102.26,90.8,401.3,4054.0,740.2,98.89,158.46,2528.0,264.95,217.85,3.846,1143.4,428.5,1760.0,13588.0,5435.0,5526.5,27.475,810.0
2019-02-06,163.21,2244.0,0.799,7.15,5.46,356.0,102.0,90.76,401.0,4025.5,732.6,99.5,160.42,2525.0,263.15,216.59,3.814,1126.4,421.55,1793.0,13690.0,5461.0,5530.0,27.32,804.0
2019-02-07,160.39,2192.2,0.788,7.12,5.39,356.7,101.62,89.86,401.3,4029.5,734.9,100.08,159.0,2518.0,261.8,211.01,3.767,1130.0,411.55,1801.0,13650.0,5385.0,5475.5,27.05,804.7
2019-02-08,159.8,2163.4,0.7805,7.16,5.345,355.8,101.9,89.9,403.9,4039.5,724.0,99.6,157.34,2509.0,255.0,210.43,3.868,1127.6,411.6,1821.5,13732.0,5386.0,5440.0,26.845,787.3
2019-02-11,161.29,2196.0,0.77,7.235,5.31,352.3,101.78,90.7,404.0,4035.0,721.8,99.5,157.64,2509.0,251.55,214.0,3.874,1114.2,410.5,1792.0,13702.0,5419.5,5300.0,26.7,780.0
2019-02-12,163.68,2230.0,0.7805,7.215,5.57,351.8,102.7,90.02,402.9,4035.0,732.6,98.33,157.4,2500.0,255.35,219.1,3.9,1121.2,414.5,1803.5,13780.0,5439.0,5300.0,26.81,784.5
2019-02-13,159.27,2258.0,0.767,7.185,5.61,351.0,100.14,89.1,402.2,3988.0,725.5,96.97,154.86,2471.0,254.1,213.9,3.892,1095.0,401.6,1759.5,13552.0,5351.0,5213.5,26.26,761.6
2019-02-14,155.15,2264.0,0.7625,7.33,5.64,351.6,101.36,88.9,403.0,3895.5,736.8,96.05,154.86,2521.0,257.2,204.43,3.8385,1090.6,394.85,1762.5,13740.0,5360.5,5320.0,26.48,763.9
2019-02-15,159.04,2200.2,0.75,7.605,5.51,355.0,101.62,89.1,407.0,3896.0,735.2,96.85,157.24,2508.0,260.45,208.0,3.885,1087.4,403.5,1800.0,13750.0,5426.0,5344.5,26.83,790.3
2019-02-18,156.43,2161.0,0.7495,7.5,5.57,352.0,100.74,88.8,405.0,3910.0,746.4,97.27,154.86,2503.0,253.9,204.19,3.7955,1074.0,405.0,1796.0,13660.0,5483.5,5430.5,26.485,778.5
2019-02-19,154.03,2126.6,0.725,7.48,5.195,354.4,100.0,88.68,413.0,3900.0,749.9,95.1,153.92,2494.0,250.6,202.08,3.8635,1094.6,402.95,1773.0,13800.0,5443.5,5445.0,26.375,772.8
2019-02-20,154.43,2166.2,0.7155,7.495,5.24,357.5,100.04,87.66,407.0,3950.0,755.8,96.5,156.48,2529.0,251.0,206.89,3.875,1125.0,402.9,1828.5,14250.0,5445.0,5445.0,26.75,793.6
2019-02-21,153.5,2115.0,0.7145,7.52,5.025,355.3,100.0,87.5,405.0,3945.5,760.9,95.53,155.94,2525.0,249.0,203.41,3.875,1121.6,396.45,1817.0,14052.0,5447.5,5370.0,26.435,796.0
2019-02-22,154.64,2133.0,0.7095,7.5,5.035,355.4,100.12,87.4,404.0,3962.5,766.4,95.47,158.5,2530.0,249.05,205.25,3.865,1129.0,401.5,1811.5,14122.0,5527.0,5360.0,26.475,799.9
2019-02-25,154.6,2214.6,0.7005,7.505,5.0,359.5,100.04,88.02,403.6,3922.5,754.6,96.25,159.44,2540.0,250.9,205.86,3.88,1121.2,396.5,1781.5,14594.0,5533.0,5373.0,26.4,787.1
2019-02-26,155.36,2169.6,0.706,7.48,5.08,361.0,98.98,87.94,405.7,3875.5,763.5,97.6,158.86,2560.0,252.5,205.8,3.93,1106.0,399.0,1755.5,14420.0,5551.0,5445.0,26.24,789.9
2019-02-27,156.4,2163.0,0.7065,7.495,5.015,363.0,97.7,87.68,407.9,3803.0,770.0,96.3,158.62,2553.0,252.4,205.4,3.926,1095.4,400.4,1704.5,14302.0,5580.0,5450.0,26.07,794.9
2019-02-28,158.99,2208.0,0.703,7.45,5.065,359.0,97.1,88.92,412.0,3780.0,778.0,95.1,158.44,2555.0,253.0,207.8,3.915,1080.4,398.8,1676.5,14114.0,5501.0,5470.0,25.69,776.1
2019-03-01,156.71,2247.4,0.703,7.415,5.0,355.9,96.76,88.92,406.6,3904.0,756.6,94.9,157.74,2508.0,252.6,206.54,3.935,1076.2,398.25,1663.0,14100.0,5500.5,5350.5,25.56,775.2
2019-03-04,154.4,2303.6,0.701,7.415,4.915,355.0,98.36,87.58,406.5,3860.0,731.1,93.65,162.04,2531.0,255.95,205.5,3.9425,1094.2,398.05,1665.0,13794.0,5546.5,5092.0,25.4,770.1
2019-03-05,153.2,2340.2,0.6805,7.35,5.0,354.8,96.26,88.7,404.0,3900.0,733.3,92.0,166.18,2526.0,256.15,202.92,3.853,1081.0,395.9,1636.0,13770.0,5622.5,5139.5,25.385,760.0
2019-03-06,154.2,2362.0,0.686,7.34,5.45,352.1,98.12,88.98,403.5,3859.0,745.3,92.34,165.36,2531.0,257.5,205.0,3.8635,1092.0,402.3,1674.0,14442.0,5713.0,5205.5,25.39,766.0
2019-03-07,151.9,2329.2,0.6785,7.27,5.4,352.5,99.68,88.36,407.6,3850.0,737.1,92.53,165.5,2554.0,254.9,203.95,3.846,1074.6,402.0,1644.0,14442.0,5677.0,5200.0,25.2,755.2
2019-03-11,151.6,2346.4,0.676,7.24,5.295,354.2,102.1,89.98,405.0,3801.5,743.8,93.5,163.44,2503.0,256.6,205.25,3.8435,1089.0,399.75,1686.5,14100.0,5561.0,5235.0,24.73,747.0
2019-03-12,151.64,2355.0,0.7,7.32,5.465,353.2,100.22,90.5,404.0,3790.0,749.0,94.11,163.32,2491.0,258.0,205.1,3.873,1088.0,397.5,1698.0,14380.0,5576.0,5325.0,24.61,732.5
2019-03-13,153.3,2345.0,0.6975,7.28,5.54,353.8,100.5,89.0,405.8,3830.0,750.0,96.04,166.9,2500.0,260.25,206.0,3.868,1080.0,400.0,1646.5,13850.0,5609.0,5444.5,24.215,729.0
2019-03-14,152.68,2303.4,0.688,7.16,5.5,352.0,99.66,88.38,404.8,3750.0,749.0,95.92,166.38,2495.0,259.3,203.66,3.85,1060.4,398.3,1616.5,13952.0,5608.0,5468.0,24.16,731.8
2019-03-15,154.56,2352.8,0.6925,7.16,5.415,352.2,100.08,88.12,403.0,3776.5,746.7,95.4,167.7,2487.0,260.0,203.55,3.89,1057.6,401.25,1592.5,14226.0,5662.5,5343.5,24.2,743.8
2019-03-18,155.84,2306.0,0.694,7.155,5.46,353.8,99.92,89.98,406.6,3788.0,736.1,96.75,170.7,2461.0,263.75,205.9,3.84,1054.8,399.0,1635.0,14284.0,5610.0,5460.5,24.75,753.1
2019-03-19,155.5,2318.8,0.69,7.16,5.43,353.2,99.46,89.6,405.0,3792.0,737.1,96.89,169.3,2460.0,261.95,207.7,3.815,1052.0,399.0,1605.0,14350.0,5682.5,5493.0,25.0,767.0
2019-03-20,156.09,2301.4,0.695,7.14,5.535,353.0,98.22,89.24,406.7,3761.0,738.4,96.22,167.62,2442.0,258.0,209.8,3.835,1052.0,408.5,1607.5,14316.0,5770.0,5342.0,24.88,772.6
2019-03-21,155.33,2274.0,0.701,7.165,5.48,354.5,97.3,88.8,408.6,3730.0,733.0,95.7,168.64,2405.0,268.0,210.61,3.85,1085.4,409.5,1608.0,14290.0,5759.0,5394.0,24.895,768.0
2019-03-22,152.29,2276.4,0.7145,7.27,5.52,354.8,97.66,88.9,407.9,3688.0,743.7,95.25,166.7,2395.0,265.0,207.7,3.83,1084.8,408.4,1604.0,14280.0,5793.5,5393.5,24.525,757.2
2019-03-25,152.29,2293.8,0.727,7.24,5.5,352.0,97.0,88.44,407.5,3715.5,737.9,95.51,165.6,2363.0,262.0,214.0,3.821,1091.0,404.25,1617.5,14280.0,5740.0,5260.0,24.535,747.2
2019-03-26,151.12,2315.8,0.72,7.34,5.525,353.3,97.02,88.5,406.8,3760.0,736.8,94.27,167.88,2374.0,263.45,218.0,3.8235,1079.0,405.2,1681.0,14300.0,5809.0,5434.0,24.58,755.5
2019-03-27,149.49,2268.0,0.7175,7.32,5.49,353.5,96.1,88.66,405.6,3700.0,738.0,93.6,167.3,2354.0,257.75,214.1,3.7795,1061.8,404.35,1632.0,13874.0,5850.0,5410.0,24.595,746.9
2019-03-28,149.98,2317.8,0.71,7.305,6.27,354.8,96.7,88.78,406.7,3689.0,735.0,93.1,170.2,2363.0,255.95,215.07,3.78,1059.2,407.5,1637.5,13436.0,5880.0,5416.5,24.6,755.6
2019-03-29,149.61,2293.6,0.697,7.35,6.485,353.8,96.3,88.88,408.5,3640.0,737.9,92.42,170.5,2393.0,252.45,214.42,3.737,1078.2,412.0,1637.0,13720.0,5894.0,5437.0,24.875,755.0
2019-04-01,154.53,2243.4,0.704,7.36,6.54,359.1,97.78,88.9,406.4,3690.5,735.1,93.35,172.58,2394.0,254.0,217.7,3.725,1063.0,419.7,1654.0,13994.0,5909.0,5421.5,25.305,750.7
2019-04-02,155.0,2249.0,0.7055,7.3,6.6,368.0,98.36,89.0,406.2,3680.0,732.0,92.7,174.7,2397.0,258.0,218.23,3.7,1061.8,418.0,1654.0,14160.0,5958.0,5480.0,25.12,742.9
2019-04-03,156.99,2268.2,0.699,7.28,6.805,378.4,98.5,88.8,407.9,3715.0,721.4,93.21,172.82,2376.0,258.4,219.05,3.6995,1068.0,417.95,1657.5,14186.0,5926.0,5320.0,25.23,743.1
2019-04-04,158.89,2280.8,0.6945,7.28,6.895,366.6,98.36,88.8,407.9,3666.0,710.0,93.9,174.0,2387.0,262.2,221.8,3.6275,1060.0,422.45,1670.0,14288.0,5865.0,5100.0,25.475,733.1
2019-04-05,158.6,2298.0,0.6935,7.295,7.025,360.1,99.54,88.84,406.3,3610.0,710.0,94.7,173.98,2405.0,264.3,227.5,3.621,1065.8,421.5,1659.0,14332.0,5822.0,5096.0,25.365,731.2
2019-04-08,160.5,2301.6,0.7005,7.3,6.92,359.9,98.58,88.3,407.9,3652.0,715.0,94.69,174.52,2379.0,260.85,232.3,3.7005,1076.0,420.9,1655.5,14348.0,5826.0,5141.0,25.5,754.2
2019-04-09,162.7,2346.0,0.691,7.305,6.93,358.6,97.24,87.7,407.4,3610.0,709.2,94.15,172.48,2372.0,261.5,238.0,3.721,1084.0,415.9,1664.5,14400.0,5736.0,5092.0,25.54,760.9
2019-04-10,162.88,2350.8,0.6695,7.285,6.71,357.0,97.32,87.86,407.5,3560.5,709.0,94.4,172.66,2374.0,259.4,243.68,3.77,1084.0,425.5,1650.0,14440.0,5692.0,4990.0,25.3,758.8
2019-04-11,158.04,2434.0,0.669,7.185,6.71,356.1,98.4,87.7,405.0,3548.0,685.0,94.1,168.4,2362.0,260.5,238.86,3.75,1082.0,431.0,1633.0,14230.0,5630.0,4930.0,25.2,751.0
2019-04-12,159.12,2435.2,0.68,7.135,6.93,355.2,98.22,87.9,406.6,3550.5,687.9,94.6,172.34,2357.0,259.05,239.5,3.755,1097.0,432.5,1640.5,14418.0,5600.0,4950.0,25.31,750.5
2019-04-15,158.33,2453.0,0.665,7.14,6.9,355.8,98.72,88.3,407.9,3500.0,678.0,94.3,168.5,2351.0,260.2,237.8,3.74,1082.2,428.9,1633.5,14392.0,5590.0,4835.0,24.89,741.9
2019-04-16,162.24,2499.8,0.6595,7.135,6.85,356.7,99.12,88.88,407.8,3496.0,688.7,95.4,172.7,2387.0,257.45,233.24,3.77,1103.4,435.15,1633.0,14558.0,5609.5,4922.0,25.05,746.9
2019-04-17,164.0,2451.0,0.655,7.105,6.845,358.0,98.62,89.02,407.9,3581.0,675.8,96.0,171.4,2389.0,258.05,234.3,3.793,1107.0,436.5,1728.0,14600.0,5584.0,4950.0,25.14,751.6
2019-04-18,161.79,2383.2,0.6585,7.105,6.73,360.8,98.0,88.1,410.0,3595.0,683.0,95.8,173.26,2377.0,259.0,232.79,3.8185,1110.2,435.65,1768.0,14510.0,5610.0,4982.0,25.08,749.2
2019-04-19,162.57,2415.2,0.681,7.14,6.73,364.2,97.6,89.1,414.1,3597.0,680.2,95.79,174.3,2385.0,259.85,232.6,3.81,1116.4,432.0,1762.5,14510.0,5602.0,5000.0,25.075,748.9
2019-04-22,163.5,2400.0,0.69,7.255,6.81,368.2,97.6,89.38,419.9,3578.5,688.8,95.96,174.58,2380.0,261.25,235.41,3.8375,1145.0,439.6,1758.5,14528.0,5690.0,5049.0,25.05,752.0
2019-04-23,162.42,2412.8,0.6935,7.165,6.765,371.0,96.8,89.36,420.9,3675.0,663.4,96.3,171.5,2389.0,260.0,235.67,3.95,1146.0,441.0,1804.0,14430.0,5780.0,4905.0,24.72,750.2
