TRADEDATE,GAZP,YNDX,UNAC,NMTP,FESH,PIKK,AFLT,DSKY,MVID,MGNT,POLY,ALRS,NLMK,PHOR,MTSS,SBER,IRAO,NVTK,ROSN,FIVE,GMKN,LKOH,PLZL,SNGS,TATN
2021-04-30,231.38,4934.8,0.5285,7.395,15.15,926.5,64.54,149.78,681.0,5119.0,1566.1,108.97,264.68,4360.0,320.6,297.73,4.941,1358.0,525.2,2322.5,25732.0,5805.0,13959.5,34.11,506.5
2021-05-04,233.8,4802.2,0.54,7.42,14.71,947.5,65.18,150.8,687.0,5195.0,1614.2,108.93,265.9,4376.0,319.9,303.7,4.9695,1406.2,537.15,2309.0,26202.0,5991.0,14080.0,34.475,514.0
2021-05-05,237.5,4864.4,0.5975,7.425,14.57,973.1,65.22,153.2,693.4,5211.0,1636.0,111.3,270.5,4354.0,323.4,305.99,5.0275,1418.6,538.65,2394.5,26646.0,6122.0,14280.0,35.78,511.1
2021-05-06,243.0,4828.6,0.575,7.415,14.8,999.9,65.4,155.52,695.0,5170.0,1635.0,113.31,267.6,4384.0,323.15,314.72,5.05,1411.0,538.55,2392.5,26824.0,6087.0,14812.0,35.315,515.8
2021-05-07,241.7,4831.6,0.5755,7.45,14.83,989.3,65.64,154.22,698.1,5129.5,1662.3,113.85,276.02,4375.0,324.05,317.94,5.087,1419.6,536.2,2375.5,27000.0,6088.0,15070.5,35.475,512.5
2021-05-10,241.41,4702.8,0.566,7.395,14.55,995.4,66.88,155.9,708.2,5091.5,1670.0,116.69,271.96,4304.0,324.1,320.19,5.0745,1414.0,541.95,2363.0,27046.0,6118.0,15188.0,35.4,517.1
2021-05-11,242.5,4678.0,0.5385,7.41,14.58,1002.2,66.32,151.46,709.9,5156.0,1677.8,115.62,272.86,4361.0,324.65,307.16,5.0705,1407.0,532.0,2368.0,27338.0,6021.0,15220.5,35.63,515.6
2021-05-12,241.79,4601.0,0.54,7.655,14.63,1014.4,65.9,150.62,710.0,5099.5,1668.0,114.14,273.52,4332.0,322.8,302.02,5.0235,1389.4,542.2,2357.5,27266.0,6119.0,14924.0,35.595,510.6
2021-05-13,247.16,4638.4,0.533,7.545,14.63,1028.9,66.6,150.62,704.5,5122.0,1647.2,113.8,269.5,4331.0,323.9,306.74,5.074,1393.4,550.0,2341.0,27388.0,6040.0,14888.5,35.585,506.2
2021-05-14,249.55,4687.0,0.5325,7.56,15.24,979.3,67.32,151.0,697.0,5155.5,1673.4,114.0,268.6,4294.0,325.5,304.1,5.074,1373.2,545.65,2345.0,27390.0,6050.0,14970.0,35.67,500.9
2021-05-17,255.15,4704.2,0.557,7.63,15.32,959.3,70.6,149.58,650.5,5149.5,1718.4,113.24,268.74,4345.0,328.15,303.94,5.068,1393.2,545.55,2329.5,27352.0,5976.0,15339.0,36.94,505.9
2021-05-18,266.22,4740.0,0.565,7.695,15.38,958.6,70.92,150.6,637.1,5256.0,1753.0,116.15,271.9,4517.0,333.9,305.78,5.0745,1402.2,540.45,2332.0,27352.0,5994.0,15774.5,36.355,500.4
2021-05-19,260.9,4741.6,0.555,7.57,14.96,945.9,69.5,148.32,606.3,5226.5,1756.9,115.35,265.68,4424.0,337.4,297.0,5.0735,1393.0,529.5,2276.0,27110.0,5862.5,15700.0,36.815,492.9
2021-05-20,259.16,4750.8,0.5535,7.645,14.94,979.7,70.08,148.36,629.0,5161.0,1785.9,114.86,271.82,4572.0,334.0,296.72,5.032,1375.0,517.35,2230.0,27156.0,5711.0,15732.0,35.98,483.3
2021-05-21,258.0,4767.2,0.5595,7.515,14.74,992.6,70.86,148.9,656.5,5300.5,1775.1,114.69,270.36,4551.0,333.7,301.23,5.0255,1403.6,525.55,2269.5,27064.0,5800.5,15698.5,35.675,487.7
2021-05-24,261.24,4891.8,0.57,7.595,14.78,990.7,71.68,150.6,659.7,5282.0,1783.5,114.52,272.5,4566.0,334.2,300.7,5.0005,1402.6,523.95,2283.5,26982.0,5818.0,15758.0,35.74,492.8
2021-05-25,259.79,4897.8,0.5675,7.6,14.85,977.1,71.34,151.9,665.7,5331.0,1789.9,115.2,275.72,4641.0,335.05,306.8,5.009,1404.8,524.35,2257.0,26730.0,5913.0,15849.5,35.19,485.3
2021-05-26,263.09,4995.4,0.5715,7.61,14.97,996.0,70.72,153.1,659.4,5346.5,1772.3,114.13,266.84,4576.0,335.75,307.01,5.015,1421.2,525.85,2261.0,26986.0,6016.5,16012.0,35.65,486.4
2021-05-27,262.96,4962.2,0.5645,7.475,14.98,996.8,71.12,152.86,665.3,5362.0,1790.4,113.23,267.22,4501.0,335.45,312.72,5.0585,1466.0,525.2,2209.0,26994.0,5992.0,15997.0,35.935,485.0
2021-05-28,262.0,4945.0,0.561,7.17,15.0,1012.4,69.94,152.06,661.0,5409.5,1760.5,114.48,263.54,4658.0,336.0,309.56,5.05,1456.0,523.35,2204.0,27134.0,5955.0,15941.0,36.14,492.5
2021-05-31,261.03,4942.0,0.5655,7.19,15.49,1028.4,70.06,152.28,673.5,5460.5,1746.6,117.2,261.88,4668.0,338.75,310.79,5.0655,1447.6,531.4,2229.5,26404.0,5993.0,15850.5,36.255,501.1
2021-06-01,263.86,4933.0,0.568,7.27,15.5,1062.0,71.06,153.5,684.0,5469.5,1775.9,118.95,266.62,4693.0,338.45,311.6,5.1675,1491.0,544.0,2212.5,26750.0,6210.0,16099.0,36.4,510.0
2021-06-02,271.15,4948.0,0.5655,7.28,15.7,1053.5,71.24,155.6,673.4,5471.5,1802.0,120.95,265.94,4723.0,339.25,313.98,5.164,1552.8,552.0,2216.5,26944.0,6428.0,16103.5,36.44,518.0
2021-06-03,272.1,4901.8,0.5625,7.29,15.45,1064.9,71.5,156.46,669.4,5459.0,1748.4,119.86,263.7,4717.0,338.9,312.41,5.174,1551.0,559.45,2252.5,26630.0,6474.5,16000.0,36.52,514.2
2021-06-04,274.3,4923.4,0.5625,7.29,15.41,1090.4,71.44,155.5,670.9,5445.0,1751.6,120.73,262.92,4743.0,340.6,310.94,5.0215,1576.8,556.45,2248.0,26400.0,6511.0,15583.0,36.445,512.5
2021-06-07,275.67,4911.4,0.599,7.225,15.49,1123.0,71.34,153.94,666.6,5417.0,1739.3,124.5,264.0,4764.0,340.9,315.53,5.0125,1569.0,551.55,2263.5,26246.0,6555.0,15200.0,36.485,517.2
2021-06-08,275.36,4889.6,0.63,7.2,15.45,1120.0,71.38,152.22,670.0,5396.0,1712.4,128.59,261.9,4962.0,343.0,314.83,4.997,1583.4,550.25,2260.5,26072.0,6504.5,15197.0,36.41,515.3
2021-06-09,275.65,4973.0,0.647,7.1,15.32,1107.8,73.72,152.5,675.9,5384.5,1697.7,129.5,262.22,4937.0,342.5,314.78,4.9905,1619.8,548.25,2283.0,26502.0,6587.0,15099.0,36.32,523.8
2021-06-10,276.1,5005.8,0.6305,7.06,15.26,1081.4,73.34,151.94,675.0,5379.5,1709.7,134.47,264.62,4947.0,343.2,314.62,5.0095,1568.4,539.6,2280.5,26192.0,6570.0,15025.0,36.225,519.4
2021-06-11,277.05,5056.8,0.627,7.1,15.43,1101.0,73.58,151.5,663.8,5405.0,1701.6,135.26,271.9,5014.0,342.4,313.0,5.043,1550.6,535.45,2318.0,26178.0,6518.5,14940.0,36.38,523.4
2021-06-14,279.5,5090.0,0.623,7.11,15.47,1110.4,72.28,151.1,668.6,5449.0,1679.2,139.56,272.02,5103.0,344.45,314.12,5.0195,1575.2,537.6,2306.5,26314.0,6515.0,14786.0,37.27,535.9
2021-06-15,272.72,4925.0,0.597,7.075,15.45,1098.4,71.06,149.2,672.4,5457.5,1671.4,137.69,266.66,4940.0,344.7,312.51,5.0035,1561.6,536.05,2299.0,26054.0,6504.5,14825.0,38.37,537.1
2021-06-16,271.8,4962.8,0.602,6.995,17.45,1083.4,70.16,149.26,651.7,5486.0,1649.6,138.72,262.98,5015.0,344.95,311.61,4.983,1575.4,541.25,2332.5,25664.0,6591.5,14650.5,38.055,540.6
2021-06-17,272.5,5041.4,0.596,7.05,16.84,1081.1,69.9,148.82,656.6,5559.0,1611.0,134.8,260.18,4842.0,343.95,313.9,4.9655,1559.0,537.0,2380.0,24970.0,6669.5,14450.0,38.025,535.8
2021-06-18,270.06,5047.0,0.61,6.99,17.16,1092.9,71.4,149.9,644.9,5605.0,1599.9,131.4,260.66,4845.0,341.3,309.3,4.9175,1555.4,541.0,2374.5,25000.0,6653.0,14514.5,37.74,526.8
2021-06-21,272.62,5008.4,0.6015,7.025,16.95,1119.0,71.1,151.4,616.0,5650.0,1625.9,136.56,259.04,4929.0,342.65,310.4,4.844,1569.6,541.2,2413.0,25372.0,6697.0,14703.5,37.885,534.8
2021-06-22,277.0,5007.0,0.608,6.97,16.62,1117.5,71.68,150.28,625.0,5606.0,1632.0,139.5,249.12,4939.0,342.25,309.73,4.873,1554.8,551.85,2410.0,25078.0,6715.5,14752.5,38.145,539.4
2021-06-23,277.35,5040.0,0.6065,6.955,17.16,1112.2,70.58,149.64,628.3,5569.0,1627.6,134.69,246.7,4980.0,341.8,309.79,4.845,1537.4,570.45,2426.0,25336.0,6633.0,14730.0,37.65,540.0
2021-06-24,277.47,5033.0,0.5965,6.995,17.44,1093.5,69.14,148.54,624.9,5319.5,1624.2,132.86,235.52,4873.0,339.15,310.0,4.838,1504.0,565.95,2444.0,24358.0,6725.0,14401.0,38.045,538.3
2021-06-25,277.19,5088.0,0.6045,6.995,17.09,1117.9,69.98,149.4,619.1,5324.5,1623.1,132.54,231.38,4820.0,341.9,311.81,4.848,1552.0,564.7,2495.5,24734.0,6810.0,14330.0,37.57,537.1
2021-06-28,276.99,5099.8,0.5845,6.98,16.96,1103.9,69.32,150.98,615.0,5302.5,1625.0,133.23,231.78,4810.0,342.0,309.48,4.8135,1545.2,555.0,2539.5,24948.0,6759.0,14355.0,37.22,530.4
2021-06-29,276.8,5084.6,0.59,6.925,16.42,1093.6,68.06,150.24,618.4,5324.0,1581.0,134.08,226.26,4717.0,341.65,306.1,4.7455,1528.2,553.05,2560.5,24702.0,6685.0,13966.0,36.245,523.8
2021-06-30,281.8,5176.6,0.6215,6.89,16.97,1080.1,68.6,151.02,616.0,5301.0,1598.2,133.74,230.74,4784.0,341.3,306.45,4.7165,1608.0,571.2,2533.0,24812.0,6762.5,14241.0,36.635,531.3
2021-07-01,285.74,5168.6,0.639,6.945,16.51,1082.3,68.54,151.5,625.0,5282.5,1583.8,126.25,228.64,4890.0,343.35,305.78,4.684,1657.8,581.45,2556.5,24612.0,7010.0,14128.0,36.715,537.0
2021-07-02,285.65,5216.0,0.6535,7.025,16.86,1090.4,68.58,151.08,631.6,5250.0,1615.8,126.14,229.74,4730.0,349.5,307.39,4.7075,1657.0,567.0,2563.5,25014.0,6849.0,14277.5,36.53,538.3
2021-07-05,291.1,5212.4,0.666,7.05,16.78,1086.7,69.34,151.48,647.5,5232.0,1608.9,124.74,226.84,4819.0,349.3,307.0,4.795,1681.2,567.5,2575.0,24924.0,6845.0,14195.0,36.885,542.4
2021-07-06,293.45,5247.4,0.6795,7.0,16.55,1059.9,68.5,150.88,639.1,5241.0,1617.1,121.09,222.0,4799.0,349.55,303.34,4.682,1651.0,571.0,2562.0,24462.0,6829.0,14205.5,36.79,539.3
2021-07-07,297.39,5341.4,0.7115,6.965,16.84,1069.7,68.34,150.26,635.0,5310.0,1638.3,124.6,228.7,4826.0,324.35,304.06,4.7055,1640.0,580.25,2513.0,24658.0,6782.0,14525.5,36.6,536.4
2021-07-08,292.86,5354.2,0.715,6.915,16.81,1058.0,68.5,142.72,632.4,5344.0,1634.7,127.88,226.12,4799.0,318.2,302.63,4.6815,1638.6,581.1,2495.5,24514.0,6684.0,14549.0,35.765,521.9
2021-07-09,295.22,5235.8,0.707,6.985,17.15,1042.7,68.74,143.7,618.0,5322.5,1622.0,130.99,233.8,4797.0,319.35,303.56,4.6995,1612.4,577.85,2479.0,24780.0,6655.0,14190.0,35.56,519.1
2021-07-12,297.39,5281.0,0.788,6.97,16.93,1029.1,68.84,146.46,620.5,5365.0,1636.9,133.11,235.82,4789.0,324.0,306.23,4.7075,1614.8,579.0,2487.5,25112.0,6611.0,14182.5,35.495,518.6
2021-07-13,293.83,5256.8,0.79,7.01,16.6,1040.6,68.28,145.3,617.6,5416.5,1632.8,137.22,239.22,4794.0,323.7,303.0,4.679,1605.0,576.0,2483.5,25662.0,6637.0,14319.0,35.42,518.9
2021-07-14,284.6,5177.8,0.8025,7.11,16.69,1028.0,68.04,143.4,627.1,5385.0,1642.3,134.85,236.86,4802.0,323.7,301.5,4.6435,1587.0,569.0,2457.5,25734.0,6566.0,14275.0,35.135,516.2
2021-07-15,280.01,5188.0,0.787,7.04,16.77,1039.7,67.76,144.6,630.0,5308.0,1664.0,133.27,241.1,4792.0,322.2,301.72,4.611,1556.2,562.5,2435.0,25624.0,6430.5,14400.0,34.2,499.6
2021-07-16,279.65,5150.0,0.795,7.055,16.82,1033.1,66.78,143.3,621.2,5235.0,1616.8,129.85,238.5,4711.0,320.55,298.85,4.577,1537.0,563.45,2390.0,25248.0,6362.0,14056.0,33.805,496.7
2021-07-19,275.51,5109.0,0.7705,6.92,16.19,1031.6,66.7,140.86,612.9,5099.0,1622.5,126.89,233.46,4638.0,317.1,291.46,4.43,1515.4,543.9,2372.5,25046.0,6228.0,14001.0,32.8,483.4
2021-07-20,277.3,5095.4,0.753,6.915,16.76,1033.5,67.68,140.86,610.3,5096.5,1590.5,128.71,240.72,4672.0,316.05,296.1,4.409,1523.8,547.5,2375.5,25138.0,6307.5,13845.5,32.59,482.1
2021-07-21,282.9,5151.2,0.706,6.955,16.79,1026.4,67.8,139.5,616.7,5142.0,1563.0,128.79,242.6,4709.0,317.15,294.86,4.3745,1540.2,551.9,2339.5,25050.0,6393.0,13693.0,32.735,491.9
2021-07-22,283.28,5165.8,0.699,7.2,16.56,1031.2,67.22,138.6,636.9,5128.0,1569.0,130.84,247.7,4706.0,316.45,297.27,4.4075,1551.6,553.65,2343.5,25080.0,6456.0,13891.0,32.65,490.4
2021-07-23,279.51,5196.4,0.699,7.195,16.61,1024.0,66.94,139.14,630.8,5130.0,1546.8,129.75,246.76,4687.0,316.2,296.38,4.394,1536.8,548.85,2340.0,24990.0,6433.5,13661.0,32.615,486.0
2021-07-26,281.05,5155.2,0.685,7.38,16.68,1059.8,66.4,137.96,628.9,5215.0,1557.6,130.35,248.84,4703.0,319.35,303.34,4.3805,1566.0,552.7,2330.0,25180.0,6405.0,13724.0,32.5,489.8
2021-07-27,278.08,5035.2,0.6555,7.2,16.97,1097.0,66.1,137.9,627.9,5198.5,1540.0,129.8,256.56,4637.0,316.85,299.71,4.3475,1554.4,551.2,2326.0,25432.0,6332.5,13590.5,32.54,487.6
2021-07-28,282.2,5076.8,0.687,7.305,17.75,1147.0,67.44,137.98,635.0,5265.0,1577.0,131.72,256.28,4665.0,318.15,302.9,4.4005,1604.6,554.25,2375.0,25690.0,6415.0,13775.0,32.91,493.7
2021-07-29,287.0,5034.6,0.695,7.375,17.8,1138.3,67.24,138.16,640.7,5347.0,1608.9,133.96,258.34,4718.0,318.0,303.12,4.4155,1640.2,554.0,2395.0,25178.0,6416.0,14105.5,33.49,496.0
2021-07-30,287.35,4970.4,0.72,7.2,18.01,1150.3,67.16,140.18,641.1,5337.0,1592.4,130.57,258.5,4637.0,316.1,305.59,4.373,1633.8,544.5,2378.0,25318.0,6299.0,14000.0,32.465,488.4
2021-08-02,286.75,4938.0,0.713,7.315,17.86,1176.7,66.78,138.12,640.1,5321.0,1584.5,130.55,256.86,4561.0,316.85,306.51,4.382,1625.8,548.85,2386.0,25290.0,6308.0,13896.0,32.61,491.2
2021-08-03,287.09,4934.0,0.7095,7.335,17.75,1184.4,67.24,136.12,642.9,5383.0,1583.0,135.09,258.0,4632.0,317.3,309.89,4.395,1660.0,551.0,2399.0,25582.0,6297.0,14030.0,32.6,491.4
2021-08-04,287.94,4989.6,0.7115,7.35,17.9,1194.9,66.78,135.9,643.8,5415.0,1602.1,138.37,257.94,4611.0,316.4,311.1,4.36,1648.4,543.5,2386.5,25446.0,6235.0,14060.0,33.67,490.6
2021-08-05,285.95,4995.0,0.711,7.43,17.82,1187.3,67.32,136.54,646.5,5489.5,1582.1,138.98,262.34,4605.0,316.6,315.82,4.3775,1686.4,548.0,2420.0,25496.0,6312.0,13940.5,33.44,502.0
2021-08-06,282.27,4971.2,0.72,7.435,17.97,1176.8,66.86,135.56,642.5,5458.5,1551.5,138.71,256.02,4616.0,316.1,319.15,4.324,1667.6,544.9,2388.5,25102.0,6236.0,13674.0,33.4,494.1
2021-08-09,286.68,4971.0,0.713,7.44,17.96,1190.9,66.9,137.14,640.0,5457.0,1519.0,137.92,253.92,4771.0,316.5,326.91,4.296,1670.0,545.0,2390.0,24870.0,6290.0,13558.5,33.605,494.0
2021-08-10,288.61,4966.2,0.689,7.465,17.98,1193.0,67.04,136.7,642.4,5458.0,1511.5,137.96,256.64,4752.0,317.1,330.11,4.3035,1712.8,562.55,2438.5,24650.0,6423.5,13500.0,33.46,497.3
2021-08-11,290.35,5036.4,0.699,7.405,18.1,1188.1,67.12,138.8,645.0,5465.0,1515.5,137.57,254.42,4734.0,318.1,329.9,4.364,1706.0,561.8,2458.5,24528.0,6450.0,13400.5,33.76,495.1
2021-08-12,293.23,4984.4,0.697,7.44,18.29,1188.1,67.0,139.5,642.1,5537.5,1519.9,138.21,252.2,4741.0,319.7,328.57,4.3045,1732.8,565.9,2456.5,24700.0,6504.5,13432.5,33.93,498.8
2021-08-13,292.7,4975.0,0.7,7.39,18.25,1186.7,66.8,139.68,639.4,5504.5,1530.1,134.98,250.86,4721.0,318.85,328.68,4.3105,1729.8,558.55,2451.5,24460.0,6429.5,13492.5,33.56,494.5
2021-08-16,295.1,5093.0,0.69,7.515,18.0,1179.3,66.92,137.86,641.0,5466.0,1531.1,133.31,251.22,4715.0,318.7,329.36,4.3005,1773.4,564.4,2418.0,24426.0,6495.5,13380.0,33.535,496.6
2021-08-17,298.32,5065.2,0.656,7.435,17.6,1186.3,67.0,138.28,640.5,5523.5,1527.3,133.22,250.74,4627.0,320.95,334.5,4.2795,1798.2,555.0,2466.5,24572.0,6567.5,13561.0,33.925,500.6
2021-08-18,295.05,5055.2,0.671,7.495,17.92,1198.1,67.92,138.98,652.0,5555.0,1515.5,133.15,245.8,4599.0,323.0,334.9,4.26,1781.2,546.95,2490.0,24146.0,6445.0,13448.5,33.875,494.6
2021-08-19,293.68,5065.6,0.6555,7.31,17.65,1185.0,67.2,138.32,645.3,5573.0,1526.5,134.64,240.5,4623.0,323.3,332.69,4.192,1763.6,537.8,2502.0,23736.0,6332.0,13577.5,33.7,490.2
2021-08-20,292.57,5061.0,0.655,7.23,17.95,1208.0,67.14,137.38,639.6,5532.0,1533.9,132.27,238.78,4585.0,324.2,325.67,4.1785,1733.0,534.0,2492.0,23550.0,6339.5,13476.5,33.255,488.7
2021-08-23,297.69,5104.0,0.669,7.71,18.09,1207.6,68.44,137.84,639.0,5545.0,1541.5,133.54,239.96,4590.0,327.45,329.22,4.3335,1754.6,544.85,2494.5,23858.0,6475.5,13728.5,33.79,501.6
2021-08-24,298.7,5159.0,0.677,7.855,18.0,1221.4,68.28,139.08,632.7,5634.0,1550.0,133.5,239.4,4613.0,329.85,324.83,4.35,1734.6,545.0,2518.5,24066.0,6488.0,13710.0,33.73,514.0
2021-08-25,296.7,5129.6,0.6875,7.96,18.02,1273.0,68.22,139.72,632.0,5583.0,1542.9,133.74,244.7,4643.0,330.4,324.57,4.47,1711.0,538.5,2482.5,23932.0,6431.0,13565.5,33.625,513.5
2021-08-26,294.34,5219.0,0.6895,7.835,18.0,1265.0,68.06,138.86,630.0,5619.0,1502.8,134.22,241.38,4639.0,331.15,322.54,4.4395,1684.8,531.7,2444.0,23712.0,6343.5,13463.5,33.175,493.0
2021-08-27,299.66,5308.0,0.6845,7.99,18.15,1331.0,68.64,139.62,630.1,5601.0,1505.8,134.6,246.76,4650.0,329.35,327.41,4.5385,1723.8,537.8,2473.0,23986.0,6429.5,13529.0,33.43,487.2
2021-08-30,305.17,5352.4,0.679,7.865,18.4,1365.8,69.28,139.5,632.0,5591.0,1502.0,140.4,250.96,4700.0,329.1,328.28,4.671,1745.6,539.3,2465.0,24266.0,6439.0,13458.0,33.545,489.5
2021-08-31,305.65,5615.0,0.6615,8.04,20.54,1344.7,69.32,138.58,624.9,5539.5,1472.5,145.11,247.6,4874.0,330.15,327.94,4.5975,1725.2,533.6,2420.5,24032.0,6283.5,13259.5,33.68,485.1
2021-09-01,312.89,5699.6,0.672,8.0,20.01,1370.4,69.48,138.14,621.3,5547.5,1467.3,145.71,246.4,4755.0,330.4,334.57,4.767,1805.4,541.55,2463.5,24228.0,6334.0,13258.0,33.93,491.5
2021-09-02,312.3,5636.4,0.672,8.135,19.97,1383.0,69.42,138.6,620.0,5565.5,1447.8,143.7,245.34,4677.0,328.1,329.0,4.762,1839.4,550.7,2419.5,23880.0,6350.5,13311.0,33.905,488.0
2021-09-03,317.94,5732.6,0.6755,8.205,20.25,1388.5,69.4,137.6,624.5,5517.5,1479.1,145.83,246.32,4724.0,329.1,329.71,4.7905,1840.4,555.4,2395.5,24442.0,6330.0,13583.0,33.745,489.2
2021-09-06,328.93,5804.0,0.6475,8.43,21.46,1414.4,68.8,137.14,623.4,5440.0,1486.9,146.26,237.38,4801.0,328.05,329.37,4.8235,1853.8,550.7,2415.5,24658.0,6325.0,13518.0,33.635,486.5
2021-09-07,327.73,5690.8,0.648,8.4,21.96,1455.0,68.16,135.98,619.6,5337.0,1458.0,147.8,236.2,4902.0,328.6,325.96,4.725,1952.0,547.3,2393.0,24376.0,6280.0,13330.0,33.575,480.1
2021-09-08,327.6,5712.6,0.658,8.455,22.28,1442.9,67.44,134.14,616.4,5452.5,1452.2,148.2,236.26,4937.0,329.25,331.7,4.8685,1924.0,555.9,2394.5,24260.0,6341.5,13283.0,33.62,483.3
2021-09-09,324.57,5735.0,0.7175,8.545,22.2,1436.3,66.74,132.14,618.0,5323.0,1405.8,145.59,226.42,4826.0,328.85,326.01,4.7025,1891.0,541.9,2355.0,23980.0,6269.5,13295.5,33.03,479.1
2021-09-10,326.43,5868.4,0.714,8.46,22.11,1446.1,66.98,131.46,612.8,5318.5,1394.0,149.17,231.24,4825.0,330.35,326.25,4.724,1913.0,543.3,2323.5,24508.0,6300.0,13162.0,33.075,480.0
2021-09-13,332.75,5939.2,0.7125,8.465,22.35,1448.5,67.38,135.22,615.0,5434.5,1392.7,150.3,234.74,4907.0,333.55,327.41,4.7365,1993.0,559.4,2355.5,24492.0,6420.5,12988.0,33.425,491.4
2021-09-14,338.98,5973.0,0.7025,8.24,23.18,1454.4,66.98,133.5,611.9,5378.0,1380.5,149.56,229.56,5140.0,332.65,326.48,4.6795,1957.2,557.25,2314.0,24044.0,6570.0,12905.0,33.03,500.1
2021-09-15,343.34,5892.0,0.686,8.34,23.66,1459.0,67.02,132.2,603.0,5501.5,1357.0,147.65,230.3,5051.0,329.65,333.51,4.681,1924.8,568.1,2317.5,23978.0,6724.5,12630.5,33.3,510.0
2021-09-16,338.5,5872.0,0.7115,8.33,24.97,1460.4,66.64,133.3,603.1,5714.5,1326.9,146.36,226.62,5112.0,329.65,326.99,4.648,1900.6,576.45,2339.0,23484.0,6664.0,12425.0,33.225,508.7
2021-09-17,334.5,5828.4,0.7165,8.35,27.71,1484.8,66.8,131.32,603.2,5727.5,1331.2,143.8,221.1,4937.0,330.35,329.56,4.651,1850.0,567.1,2329.5,23256.0,6600.5,12545.5,32.88,502.0
2021-09-20,325.7,5785.0,0.7185,7.86,27.2,1445.2,66.16,129.62,602.8,5630.5,1356.3,140.13,212.36,4910.0,328.0,326.92,4.504,1840.0,552.5,2291.0,22510.0,6551.0,12880.0,32.35,487.5
2021-09-21,335.3,5771.8,0.721,7.695,26.7,1496.8,67.12,130.16,602.7,5623.5,1331.0,138.55,214.0,5015.0,328.4,323.25,4.5195,1837.0,564.5,2323.5,22662.0,6605.0,12760.5,32.49,493.3
2021-09-22,340.59,5755.0,0.715,8.04,26.42,1500.0,67.28,131.02,601.9,5655.5,1336.8,141.47,220.82,5145.0,328.0,327.8,4.633,1913.6,586.0,2316.0,23150.0,6702.0,12735.5,32.835,505.2
2021-09-23,343.47,5885.0,0.731,7.925,26.57,1482.8,67.1,130.44,602.2,5941.0,1307.9,140.72,224.12,4997.0,327.95,327.02,4.6195,1869.0,598.25,2346.0,23096.0,6801.0,12582.5,32.895,507.3
2021-09-24,344.29,5850.4,0.7315,7.905,27.36,1444.0,69.1,130.56,600.5,5944.5,1294.9,139.74,224.5,5048.0,331.75,325.44,4.588,1884.6,614.0,2373.0,22856.0,6825.0,12340.5,32.995,503.7
2021-09-27,355.19,5949.2,0.7495,7.94,29.0,1424.4,70.4,130.6,592.0,5954.5,1279.9,140.58,223.14,5019.0,331.9,331.68,4.5625,1867.0,627.85,2354.5,22712.0,6986.0,12080.0,33.535,531.5
2021-09-28,354.07,5788.0,0.7435,7.86,28.51,1415.0,69.12,129.7,590.0,5906.5,1233.7,136.67,218.4,5130.0,330.1,329.3,4.4245,1854.2,617.85,2344.5,22324.0,6968.0,11882.0,34.25,524.7
2021-09-29,360.88,5762.4,0.724,7.76,28.68,1407.0,69.9,129.8,592.3,6027.5,1211.0,134.5,218.52,5059.0,329.7,328.43,4.687,1861.0,618.9,2370.0,22218.0,6992.0,11694.5,35.465,526.9
2021-09-30,360.8,5804.6,0.74,7.725,29.35,1430.0,69.96,130.36,587.2,6060.0,1247.2,133.45,216.62,5111.0,330.1,340.99,4.6315,1921.0,614.35,2352.0,21830.0,6903.5,12048.0,36.74,527.3
2021-10-01,363.25,5766.4,0.7265,7.84,28.99,1278.0,70.0,130.38,577.0,6014.0,1218.1,138.01,212.5,5115.0,328.85,338.48,4.758,1931.8,618.45,2336.0,22122.0,6987.5,11820.5,36.355,532.1
2021-10-04,376.06,5504.0,0.747,7.775,28.2,1229.8,69.22,130.82,549.6,5985.5,1226.9,135.65,205.26,5026.0,327.35,345.85,4.7985,1953.0,631.7,2332.5,21636.0,7134.5,11932.0,36.375,539.9
2021-10-05,389.82,5594.2,0.7595,7.76,28.5,1203.0,69.86,130.66,559.8,6245.0,1236.1,135.8,207.72,5057.0,327.7,363.2,5.025,1991.6,655.25,2346.0,21818.0,7346.5,12124.0,37.22,577.8
2021-10-06,381.3,5694.2,0.764,7.645,28.6,1280.0,70.64,131.76,567.8,6240.5,1239.3,131.99,210.9,5334.0,327.55,364.28,4.915,1930.4,646.0,2388.5,21524.0,7096.0,12159.5,36.84,564.6
2021-10-07,370.7,5705.2,0.767,7.745,29.05,1304.9,71.06,135.44,585.0,6339.5,1253.2,133.8,217.5,5549.0,328.5,368.93,5.0065,1915.8,647.95,2426.0,22272.0,7165.0,12360.0,36.5,569.3
2021-10-08,366.17,5701.6,0.755,7.625,28.47,1312.5,70.98,135.88,596.1,6300.0,1256.0,138.48,221.9,5737.0,328.9,373.01,4.9725,1906.4,631.0,2416.5,22766.0,7220.0,12381.0,36.43,571.0
2021-10-11,369.81,5622.2,0.7445,7.815,28.52,1331.0,70.36,136.5,611.0,6350.0,1234.0,142.35,221.64,5701.0,319.0,387.6,4.9915,1905.0,641.55,2423.5,22644.0,7264.0,12219.0,36.74,565.0
2021-10-12,364.1,5549.0,0.741,7.77,28.36,1313.0,70.7,137.04,607.0,6475.5,1260.9,143.62,219.04,5589.0,318.05,377.79,4.979,1897.6,638.65,2407.5,22528.0,7306.0,12711.0,36.72,574.4
